EMPIRE_MEMBER;Державы, входящие в состав Священной Римской империи, имеют хорошие отношения друг с другом и могут избирать императора.;Les membres de l'empire auront de meilleures relations avec les autres membres et pourront кtre йlus empereur.;Mitglieder des Reichs werden bessere Beziehungen zu anderen Mitgliedern haben und kцnnen zum Kaiser gewдhlt werden. ;Paсstwa wchodzace w skіad cesarstwa bкd№ miaіy lepsze stosunki wzajemne, a wіadca kaїdego z nich moїe zostaж wybrany cesarzem.;Los miembros del imperio gozarбn de mejores relaciones con los demбs miembros y pueden ser elegidos emperadores.;I membri dell'Impero avranno relazioni migliori con gli altri membri e potranno essere eletti Imperatore.;A birodalom tagjai jobb viszonyban бllnak egymбssal, йs tцbb esйlyьk van rб, hogy megvбlasztjбk хket csбszбrnak.;Pшнsluљnнci impйria majн lepљн vztahy s ostatnнmi pшнsluљnнky a mohou bэt zvoleni za cнsaшe.;;;;;;x
LEDGER_NATIONAL_STASTISTICS;Статистика;Statistiques nationales;Nationale Statistiken;Statystyki paсstwa;Estadнsticas nacionales;Statistiche nazionali;Nemzeti statisztikбk;Nбrodnн statistiky;;;;;;x
LEDGER_NATIONAL_COMPARISON;Сравнение держав;Comparaison nationale;Nationenvergleich;Porуwnanie paсstw;Comparativa de naciones;Confronto nazionale;Nemzetek цsszehasonlнtбsa;Srovnбnн nбrodщ;;;;;;x
LEDGER_ECONOMICS;Экономика;Йconomie;Wirtschaft;Ekonomia;Economнa;Economia;Gazdasбg;Ekonomika;;;;;;x
LEDGER_MILITARY_STATISTICS;Военная статистика;Statistiques militaires;Militдrstatistiken;Statystyki wojskowe;Estadнsticas militares;Statistiche militari;Katonai statisztikбk;Vojenskй statistiky;;;;;;x
LEDGER_RELATIONS;Отношения;Relations;Beziehungen;Stosunki;Relaciones;Relazioni;Kapcsolatok;Vztahy;;;;;;x
LEDGER_TRUCE_L;Мы заключили перемирие с этими державами. Объявление войны любой из них будет расцениваться мировым сообществом как подлый и недостойный поступок. Известие о том, что наш правитель не держит свое слово, также вызовет сильные волнения внутри страны.;Nous avons des trкves avec les pays suivants. Dйclarer la guerre а ces pays sera considйrй comme un acte particuliиrement vil par le reste du monde et notre peuple sera inquiet s'il pense que ses gouvernants ne peuvent tenir leur parole.;Wir haben eine Waffenruhe mit den folgenden Nationen. Eine Kriegserklдrung an eine dieser Nationen wird von anderen Lдndern als besonders heimtьckischer Akt angesehen werden und unsere Untertanen werden besorgt darьber sein, da sie glauben ihrem Herrscher kann man nicht mehr vertrauen sein Wort zu halten. ;Mamy rozejm z wymienionymi paсstwami. Wypowiedzenie wojny tym krajom bкdzie uznane przez resztк њwiata za czyn wyj№tkowo haniebny. W dodatku nasz lud ogarnie niepokуj, spowodowany faktem, їe ich wіadca nie umie dotrzymaж danego sіowa.;Tenemos una tregua con los siguientes paнses. El resto del mundo considerarб un acto de particular vileza el declararles la guerra a estos paнses. Ademбs, germinarб la idea en nuestro pueblo de que no se puede confiar en la palabra de su gobernante. ;Abbiamo una tregua coi seguenti paesi. Dichiarare loro guerra sarа considerata un'azione vile da tutto il mondo. Inoltre, il nostro popolo si preoccuperа della scarsa affidabilitа del proprio governante.;A kцvetkezх nemzetekkel kцtцttьnk fegyverszьneti megбllapodбst. Ha hбborъba lйpьnk ezekkel a nemzetekkel, azt a vilбg tцbbi rйsze ocsmбny dolognak fogja tartani, tovбbbб a lakosaink aggodalmaskodni kezdenek, mivel nem adhatnak az uralkodуjuk szavбra.;Mбme pшнmмшн s nбsledujнcнmi zemмmi. Vyhlбљenн vбlky tмmto zemнm bude zbytek svмta vnнmat jako obzvlбљќ odpornэ akt. Navнc i nбљ vlastnн nбrod nebude nadљen panovnнkem poruљujнcнm svй slovo.;;;;;;x
LEDGER_TRUCE_S;Перемирие;Trкves;Waffenruhen;Rozejm;Tregua;Tregua;Fegyverszьnet;Pшнmмшн;;;;;;x
CANCELMILACCNEWDESC;Вы действительно хотите отказаться от прохода войск, который нам предоставляет держава $COUNTRY$? Мы больше не сможем проходить через их земли и пользоваться их портами.;Souhaitez vous rйvoquer le traitй d'accиs militaire avec $COUNTRY$ ? Le faire empкchera leurs troupes d'accйder а notre pays et а nos ports.;Wьnschen Sie, das militдrische Durchmarschrecht zu wiederrufen, das wir $COUNTRY$ gewдhrt haben? Dies wird verhindern, dass ihre Truppen unsere Gebiete und Hдfen benutzen.;Czy chcesz anulowaж zgodк na przemarsz wojsk dan№ nam przez paсstwo $COUNTRY$? W wyniku tej decyzji nasze wojska przestan№ mieж swobodny dostкp do ich ziem i portуw. ;їDeseбis revocar el acceso militar que concedisteis a $COUNTRY$? Hacerlo supondrнa que sus tropas no podrнan pasar por nuestros territorios y puertos.;Desideri revocare l'accesso militare concesso a: $COUNTRY$? In questo modo, impedirai alle loro truppe di accedere al nostro paese e ai nostri porti.;Biztos vagy benne, hogy vissza akarod vonni a katonai hozzбfйrйst, melyet $COUNTRY$ adomбnyozott? Ezбltal csapataink nem lйphetnek a terьletьkre йs a kikцtхikbe.;Chcete zruљit vojenskэ pшнstup poskytnutэ nбm zemн $COUNTRY$? Naљe zemм nadбle nebudou mнt pшнstup do tйto zemм a do jejнch pшнstavщ.;;;;;;x
city;Город;Citй;Stadt;Miasto;Ciudad;Cittа;Vбros;Mмsto;;;;;;x
PROV_BASETAX_DESCR;Доход от провинции, имеющей полноценный город, достигает значения ее базового налога.;C'est la valeur de base d'impфt que cette province fournira quand la citй sera entiиrement construite.;Dies ist der Basiswert der Steuern, die diese Provinz zahlen wird, wenn sie zu einer Stadt ausgebaut wurde. ;Jest to stawka podstawowa podatku z tej prowincji, kiedy na jej terenie powstanie w peіni rozwiniкte miasto.;Este es el valor de la base impositiva que esta provincia generarб cuando su desarrollo sea el de una ciudad en toda regla.;Questo и il valore di base delle tasse che questa provincia fornirа quando si sarа sviluppata in una cittа completa.;Ennyi adуbevйtelt hozna ez a provincia, ha egy teljesen kifejlett vбros lenne rajta.;Toto je zбkladnн hodnota daтovйho vэnosu, kterэ bude tato provincie poskytovat, aћ vznikne plnohodnotnй mмsto.;;;;;;x
NO_EFFECT;Нет эффектов;Pas d'effet;Kein Effekt;Brak efektуw;Ningъn efecto;Nessun effetto;Nincs hatбsa;Bez efektu;;;;;;x
SMIL_CONST_TIP;Строительство корабля §Y$TYPE$§W будет завершено §Y$DATE$§W.;Un vaisseau de type §Y$TYPE$§W sera mis а la mer dans ce port d'ici §Y$DATE$§W.;Ein §Y$TYPE$§W wird hier vom Stapel gelassen, am §Y$DATE$§W.;§Y$TYPE$§W zostanie wysіany w morze w dniu §Y$DATE$§W.;El §Y$DATE$§W, aquн se botarб un §Y$TYPE$§W.;Un'imbarcazione: §Y$TYPE$§W salperа qui il §Y$DATE$§W.;§Y$TYPE$§W tengerre kerьl ekkor: §Y$DATE$§W.;§Y$TYPE$§W bude spuљtмna na moшe dne §Y$DATE$§W.;;;;;;x
NONE_AVAILABLE;Недоступно.;Aucun de disponible,;Keine verfьgbar.;Brak dostкpnych.;No hay disponibles.;Non disponibili;Nem йrhetх el.;Nenн k dispozici.;;;;;;x
NO_MERCS_DESC;В данный момент нет доступных наемников.;Il n'y a pas de mercenaires disponibles en ce moment.;Es gibt derzeit keine verfьgbaren Sцldner.;Brak dostкpnych najemnikуw.;En este momento no hay mercenarios disponibles.;Al momento, non ci sono mercenari disponibili.;Jelenleg nincs elйrhetх kereskedхnk.;Nejsou k dispozici ћбdnн ћoldnйшi.;;;;;;x
AFFORD_SHIP_COST;Мы не можем позволить себе построить этот корабль. Для этого требуется как минимум $COST$¤;Vous ne pouvez pas vous permettre ce vaisseau. Il vous faut au moins $COST$.;Wir kцnnen uns dieses Schiff nicht leisten. Wir benцtigen mindestens $COST$ ¤;Nie staж ciк na budowк tego okrкtu. Potrzebujesz przynajmniej $COST$ ¤.;No podйis permitiros este barco. Necesitбis al menos $COST$ ¤;Non puoi permetterti questa nave. TI servono almeno $COST$ ¤;Nincs elйg pйnzed erre a hajуra, legalбbb $COST$ dukбtra van szьksйged.;Na tuto loп nemбte penнze. Potшebujete alespoт $COST$ ¤;;;;;;x
admiralty_short;Адмиралтейство;Amirautй;Admiralitдt;Admiralicja;Almirantazgo;Ammiragliato;Hajуzбsi tanбcs;Ministerstvo nбmoшnictvн;;;;;;x
artisan_workshop_short;Ремесленная мастерская;Ateliers d'artisans;Handwerksbetrieb;Warsztat rzemieњlniczy;Taller de artesanнa;Laboratorio artigiano;Mestermыhely;Шemeslnнci;;;;;;x
cathedral_short;Собор;Cathйdrale;Kathedrale;Katedra;Catedral;Cattedrale;Katedrбlis;Katedrбla;;;;;;x
constable_short;Резиденция коменданта;Police;Marschall;Konstabl;Alguacil;Guardia;Felьgyelх;Konstбbl;;;;;;x
courthouse_short;Резиденция верховного судьи;Tribunal;Gerichtshof;S№d;Palacio de justicia;Palazzo di Giustizia;Bнrуsбg;Soudnн dvщr;;;;;;x
customs_house_short;Таможня;Douanes;Zollhaus;Urz№d celny;Aduana;Ufficio doganale;Vбmьgyi hivatal;Obytnэ dщm;;;;;;x
farm_estate_short;Поместье;Domaine fermier;Farmland;Posiadіoњж rolna;Granja;Podere;Farmbirtok;Farma;;;;;;x
fine_arts_academy_short;Академия искусств;Acadйmie des Beaux-Arts;Kunstakademie;Akademia Sztuk Piкknych;Academia de bellas artes;Accademia di belle arti;Szйpmыvйszeti Akadйmia;Akademie umмnн;;;;;;x
fiscal_bureau_short;Фискальное бюро;Administration fiscale;Finanzamt;Biuro rachunkowe;Oficina de hacienda;Ufficio fiscale;Pйnzьgyi hivatal;Fiskбlnн ъшad;;;;;;x
fort1_short;Крепость 1 уровня;Fort de niveau 1;Festung Stufe 1;Forteca Poziom 1;Fuerte de nivel 1;Fortezza di livello 1;1. szintы erхd;Pevnost 1. ъrovnм;;;;;;x
fort2_short;Крепость 2 уровня;Fort de niveau 2;Festung Stufe 2;Forteca Poziom 2;Fuerte de nivel 2;Fortezza di livello 2;2. szintы erхd;Pevnost 2. ъrovnм;;;;;;x
fort3_short;Крепость 3 уровня;Fort de niveau 3;Festung Stufe 3;Forteca Poziom 3;Fuerte de nivel 3;Fortezza di livello 3;3. szintы erхd;Pevnost 3. ъrovnм;;;;;;x
fort4_short;Крепость 4 уровня;Fort de niveau 4;Festung Stufe 4;Forteca Poziom 4;Fuerte de nivel 4;Fortezza di livello 4;4. szintы erхd;Pevnost 4. ъrovnм;;;;;;x
fort5_short;Крепость 5 уровня;Fort de niveau 5;Festung Stufe 5;Forteca Poziom 5;Fuerte de nivel 5;Fortezza di livello 5;5. szintы erхd;Pevnost 5. ъrovnм;;;;;;x
fort6_short;Крепость 6 уровня;Fort de niveau 6;Festung Stufe 6;Forteca Poziom 6;Fuerte de nivel 6;Fortezza di livello 6;6. szintы erхd;Pevnost 6. ъrovnм;;;;;;x
inspection_agency_short;Ревизор;Agence d'inspection;Inspektionsagentur;Inspektorat;Agencia de inspecciуn;Agenzia di ispezione;Ellenхrzхьgynцksйg;Inspekиnн vэbor;;;;;;x
local_market_short;Рынок;Foire locale;Lokaler Markt;Lokalny rynek;Mercado local;Mercato locale;Helyi piac;Mнstnн trh;;;;;;x
marketplace_short;Рынок;Marchй;Marktplatz;Targ;Plaza del mercado;Mercato;Piac;Trћiљtм;;;;;;x
naval_college_short;Морская академия;Acadйmie navale;Flottenakademie;Akademia Marynarki;Escuela naval;Accademia navale;Tengerйszeti akadйmia;Nбmoшnн akademie;;;;;;x
none_short;отсутствует;rien;keine;brak;Nada  ;nessuno/a;nincs;ћбdnэ;;;;;;x
plantation_short;Плантация;Plantation;Pflanzung;Plantacja;Plantaciуn;Piantagione;Ьltetvйny;Plantбћ;;;;;;x
refinery_short;Винодельня;Distillerie;Raffinerie;Rafineria;Refinerнa;Raffineria;Finomнtу;Rafinerie;;;;;;x
regimental_camp_short;Казарма;Centre de recrutement;Regimentslager;Obуz wojskowy;Campamento militar;Accampamento reggimentale;Ezredtбbor;Vojenskэ tбbor;;;;;;x
shipyard_short;Верфь;Chantier naval;Schiffswerft;Stocznia;Astillero;Cantiere navale;Hajуgyбr;Doky;;;;;;x
spy_headquarter_short;Тайная канцелярия;Secret du roi;Spionagehauptquartier;Kwatera wywiadu;Red de espionaje;Quartier generale di spionaggio;Kйmkцzpont;Velenн rozvмdky;;;;;;x
tax_assessor_short;Резиденция сборщика налогов;Inspection des impфts;Steuereinschдtzer;Poborca podatkowy;Asesor fiscal;Ispettore fiscale;Adуszedх;Vэbмrин danн;;;;;;x
temple_short;Храм;Йdifice religieux;Tempel;Њwi№tynia;Templo;Tempio;Templom;Chrбm;;;;;;x
textile_short;Текстильная мануфактура;Textile;Textil;Przкdzalnia;F. textil;Manifattura tessile;Textil;Textilnн manufaktura;;;;;;x
trade_company_short;Торговая компания;Compagnie commerciale;Handelsbetrieb;Kompania handlowa;Compaснa mercantil;Compagnia commerciale;Kereskedхvбllalat;Obchodnн spoleиnost;;;;;;x
university_short;Университет;Universitй;Universitдt;Uniwersytet;Universidad;Universitа;Egyetem;Univerzita;;;;;;x
war_college_short;Военная академия;Йcole de guerre;Kriegskolleg;Akademia wojskowa;Escuela militar;Scuola di guerra;Hбborъs segйly;Vojenskб akademie;;;;;;x
weapons_short;Военная мануфактура;Armes;Waffen;Wytwуrnia broni;Armas;Manifattura di armi;Fegyverek;Zbranм;;;;;;x
wharf_short;Морская мануфактура;Armement naval;Flottenausrьstung;Wytwуrnia wyposaїenia okrкtowego;Suministros navales;Manifattura di dotazioni navali;Tengerйszeti felszerelйsek;Nбmoшnн vybavenн;;;;;;x
workshop_short;Мастерская;Atelier;Werkstatt;Warsztat;Taller;Laboratorio;Mыhely;Dнlna;;;;;;x
EVTNAME2036;Беспорядки на почве религии;Troubles religieux;Religiцse Unruhe;Niepokoje religijne;Guerra de religiуn;Tumulto religioso;Vallбsi zыrzavar;Nбboћenskй rozmнљky;;;;;;x
EVTDESC2036;До нас дошли сведения, что император планирует выступить против всех протестантских государств Европы. Он намерен очистить свои владения от еретиков к концу года. Если мы хотим защитить свою веру, нам следует хорошенько подготовиться.;Des rapports nous sont parvenus disant que l'empereur planifie de marcher contre tous les Йtats protestants de l'empire. Il est dйterminй а nettoyer les terres du Saint Empire de la racaille hйrйtique avant la fin de l'annйe. Si nous voulons rester fidиles а notre foi, nous devrons nous prйparer.;Berichte haben uns erreicht, nach denen der Kaiser plant, gegen alle protestantischen Staaten im Reich zu marschieren. Er ist fest entschlossen, die Heiligen Rцmischen Lande von allen Ketzern zu befreien, bevor das Jahr zu Ende geht. Wenn wir treu zu unserem Glauben stehen wollen, mьssen wir uns vorbereiten.;Doszіy nas sіuchy, їe cesarz zamierza wyruszyж przeciwko wszystkim paсstwom protestanckim w cesarstwie. Jest zdeterminowany, aby oczyњciж ziemie Њwiкtego Cesarstwa Rzymskiego z heretykуw jeszcze przed koсcem tego roku. Jeњli chcemy zostaж przy prawdziwej wierze, musimy rozpocz№ж stosowne przygotowania.;Nos han llegado informes de que el Emperador planea arremeter contra todos los estados protestantes del Imperio. Estб decidido a limpiar de herejes los territorios del Sacro Imperio antes de que finalice el aсo. Si vamos a mantenernos fieles a nuestra fe, tendremos que hacer preparativos.;Secondo i rapporti, l'Imperatore ha intenzione di marciare contro tutti gli stati protestanti dell'Impero. И determinato a purificare i territori del Sacro Romano Impero da ogni eretico prima che l'anno finisca. Se vogliamo mantenere la nostra fede, dovremo prepararci.;Reports have reached us that the Emperor is planning to march against all Protestant states in the Empire. He is determined to cleanse the Holy Roman lands of all heretics before the end of the year. If we are to stay true to our faith, we'll have to make preparations.;Doneslo se nбm, ћe imperбtor plбnuje nasazenн vojenskй sнly ve vљech protestantskэch stбtech v impйriu. Je odhodlбn do konce roku vyиistit vљechny zemм Svatй шнљe шнmskй od heretikщ. Hodlбme-li vytrvat ve svй vншe, musнme se pшipravit.;;;;;;x
EVTOPTA2036;Провозгласить религиозную независимость;Proclamer l'indйpendance religieuse.;Religiцse Unabhдngigkeit ausrufen;Ogіoњ niezaleїnoњж religijn№!;Proclamar la independencia religiosa;Proclamare l'indipendenza religiosa;Proclaim religious independence;Proklamovat nбboћenskou nezбvislost;;;;;;x
EVTOPTB2036;Присягнуть на верность императору;Notre allйgeance va а notre Empereur.;Unsere Loyalitдt gilt dem Kaiser;Jesteњmy lojalni wobec cesarza.;Nuestra lealtad se debe al Emperador;La nostra alleanza и con l'Imperatore;Our allegiance lies with the Emperor;Naљe vмrnost nбleћн cнsaшi;;;;;;x
EXPIRES_ON;Срок действия истекает §Y$DATE$§W;Expire au §Y$DATE$§W;Lдuft aus am §Y$DATE$§W;Wygasa: §Y$DATE$§W;Expira el §Y$DATE$§W;Scade il §Y$DATE$§W;Ekkor jбr le: §Y$DATE$§W;Vyprљн dne §Y$DATE$§W;;;;;;x
FINISHED_ON;Строительство будет завершено $DATE$.;Fini le $DATE$.;Fertigstellung am $DATE$.;Zakoсczenie: $DATE$.;Finalizado el $DATE$.;Finito il $DATE$.;Ekkor kйszьl el: $DATE$.;Dokonиeno dne $DATE$.;;;;;;x
FE_TRIALS;Задания;Essais;Verhandlungen;Negocjacje;Ordalнas;Sfide;Prуbбk;Soudy;;;;;;x
SIEGE_DEFEAT;голода и болезней;la faim et la maladie.;Hunger und Krankheit.;Gіуd i choroby;hambre y enfermedad;Carestia e malattia;йhezйs йs betegsйg;hlad a nemoci.;;;;;;x
CD_AGREEMENTS;Торговое соглашение: $LIST$.;Accord commercial avec : $LIST$.;Handelsabkommen mit $LIST$.;Umowa handlowa z $LIST$.;Acuerdo comercial con $LIST$.;Accordo commerciale con $LIST$.;Kereskedelmi egyezmйny vele: $LIST$.;Obchodnн dohoda s $LIST$.;;;;;;x
CD_ISEMBARGOED;Эмбарго получено: $LIST$.;Victime d'un embargo de : $LIST$.;Unter Handelsblockade durch $LIST$.;Embargo naіoїone przez: $LIST$.;Bajo embargo de $LIST$.;Embargo da: $LIST$.;Embargуt vezetett be $LIST$.;Pod embargem $LIST$.;;;;;;x
CD_ISEMBARGOING;Введено эмбарго: $LIST$.;Fait subir un embargo а : $LIST$.;Handelsblockade von $LIST$.;Nakіada embargo na: $LIST$.;Embargo a $LIST$.;Embargo su: $LIST$.;Embargу ellene: $LIST$.;Embargo na $LIST$.;;;;;;x
CD_GIVESACCESS;Предоставляет проход войск: $LIST$.;Accorde l'accиs militaire а : $LIST$.;Gewдhrt militдrisches Durchmarschrecht an $LIST$.;Zgadza siк na przemarsz wojsk: $LIST$.;Concede acceso militar a $LIST$.;Garantisce l'accesso militare a: $LIST$.;Katonai hozzбfйrйst biztosнt nekik: $LIST$.;Poskytuje vojenskэ pшнstup $LIST$.;;;;;;x
CD_HASACCESS;Имеет проход войск: $LIST$.;A un accиs militaire а travers : $LIST$.;Hat militдrisches Durchmarschrecht von$LIST$.;Otrzymaі zgodк na przemarsz wojsk przez $LIST$.;Tiene acceso militar a travйs de $LIST$. ;Ha l'accesso militare a: $LIST$.;Katonai hozzбfйrйssel rendelkeznek a terьletйhez: $LIST$.;Mб vojenskэ pшнstup skrze $LIST$.;;;;;;x
PW_RESET;Сбросить;Rйinitialiser;Zurьcksetzen;Resetuj;Reiniciar;Ripristina;Ъjraindнtбst igйnyel;Resetovat;;;;;;x
OURWARALLY;Союзник в войне;Alliй dans une guerre;Verbьndet in einem Krieg;Sprzymierzeсcy w wojnie;Aliado de guerra.;Alleati in guerra;Szцvetsйges hбborъban;Spojenci ve vбlce;;;;;;x
STABHIT_FROM_SUBJECT;разрыв вассального договора;Ils sont nos suzerains;Sie sind unser Lehensherr;To nasi suwereni;Son nuestros seсores.;Sono il nostro feudatario;Х a kirбlyunk!;Jsou naљнm lennнm pбnem;;;;;;x
bg_war_1_1;§Y$WARADJECTIVE1$ $WARNAME$§W завершается $RESULT1$ по прошествии $NUMBEROF$ $YEARS$ с момента начала.;La §Y$WARADJECTIVE1$ $WARNAME$§W finit aprиs $NUMBEROF$ $YEARS$, elle se conclut avec $RESULT1$.;Der §Y$WARADJECTIVE1$ $WARNAME$§W endete nach $NUMBEROF$ $YEARS$, mit $RESULT1$.;§Y$WARADJECTIVE1$ $WARNAME$§W zakoсczyіa siк po $NUMBEROF$ $YEARS$, doprowadzaj№c do $RESULT1$.;La §Y$WARADJECTIVE1$ $WARNAME$§W ha tocado fin despuйs de $NUMBEROF$ $YEARS$ y ha resultado ser $RESULT1$.;La $WARNAME$§W §Y$WARADJECTIVE1$ finita dopo $NUMBEROF$ $YEARS$, ha portato a: $RESULT1$.;A §Y$WARADJECTIVE1$ $WARNAME$§W $NUMBEROF$ $YEARS$ utбn йrt vйget, eredmйnye a kцvetkezх volt: $RESULT1$.;§Y$WARADJECTIVE1$ $WARNAME$§W skonиila po $NUMBEROF$ $YEARS$ s vэsledkem $RESULT1$.;;;;;;x
