PROV1818;Тикудзэн;Chikuzen;Chikuzen;;Chikuzen;;;;;;;;;x;
PROV1819;Тоса;Tosa;Tosa;;Tosa;;;;;;;;;x;
PROV1820;Ава;Awa;Awa;;Awa;;;;;;;;;x;
PROV1821;Нанкин;Nanjing;Nanjing;;Nanjing;;;;;;;;;x;
PROV1822;Шанхай;Shanghai;Shanghai;;Shangai;;;;;;;;;x;
PROV1823;Ивами;Iwami;Iwami;;Iwami;;;;;;;;;x;
PROV1824;Вэньчжоу;Wenzhou;Wenzhou;;Wenzhou;;;;;;;;;x;
PROV1825;Аки;Aki;Aki;;Aki;;;;;;;;;x;
PROV1826;Хоки;Hoki;Hoki;;Hoki;;;;;;;;;x;
PROV1827;Биттю;Bitchu;Bitchu;;Bitchu;;;;;;;;;x;
PROV1828;Бинго;Bingo;Bingo;;Bingo;;;;;;;;;x;
PROV1829;Сямэнь;Xiamen;Xiamen;;Xiamen;;;;;;;;;x;
PROV1830;Тадзима;Tajima;Tajima;;Tajima;;;;;;;;;x;
PROV1831;Тамба;Tamba;Tanba;;Tanba;;;;;;;;;x;
PROV1833;Цзиань;Ji'an;Ji'an;;Ji'an;;;;;;;;;x;
PROV1832;Ямато;Yamato;Yamato;;Yamato;;;;;;;;;x;
PROV1834;Оми;Omi;Omi;;Omi;;;;;;;;;x;
PROV1835;Мино;Mino;Mino;;Mino;;;;;;;;;x;
PROV1836;Наньян;Nanyang;Nanyang;;Nanyang;;;;;;;;;x;
PROV1837;Эттю;Etchu;Etchu;;Etchu;;;;;;;;;x;
PROV1838;Хэфэй;Hefei;Hefei;;Hefei;;;;;;;;;x;
PROV1839;Тотоми;Totomi;Totomi;;Totomi;;;;;;;;;x;
PROV1840;Гуйлинь;Guilin;Guilin;;Guilin;;;;;;;;;x;
PROV1841;Идзу;Izu;Izu;;Izu;;;;;;;;;x;
PROV1842;Кадзуса;Kazusa;Kazusa;;Kazusa;;;;;;;;;x;
PROV1843;Кодзукэ;Kozuke;Kozuke;;Kozuke;;;;;;;;;x;
PROV1844;Сиангкхуанг;Xian Khouang;Xiankhouang;;Xiankhouang;;;;;;;;;x;
PROV1845;Ыйджу;Uiji;Uiji;;Uiji;;;;;;;;;x;
PROV1846;Йозгат;Yazgod;Yazgod;;Yazgod;;;;;;;;;x;
PROV1847;Сирибэси;Shiribeshi;Shiribeshi;;Shiribeshi;;;;;;;;;x;
PROV1848;Хамид;Hamid;Hamid;;Hamid;;;;;;;;;x;
PROV1849;Хама;Hammah;Hammah;;Hammah;;;;;;;;;x;
PROV1850;Муданьцзян;Mudanjiang;Mudanjiang;;Mudanjiang;;;;;;;;;x;
PROV1851;Рибатежу;Ribatejo;Rebatejo;;Ribatejo;;;;;;;;;x;
PROV1852;Токати;Tokachi;Tokachi;;Tokachi;;;;;;;;;x;
PROV1853;Козани;Kozani;Kozani;;Kozani;;;;;;;;;x;
PROV1854;Негев;Nйguev;Negev;;Negev;;;;;;;;;x;
PROV1855;Сидон;Sidon;Sidon;;Sidon;;;;;;;;;x;
PROV1856;Абхазия;Abkhazie;Abchazien;;Abkhazia;;;;;;;;;x;
PROV1857;Лауэнбург;Lauenburg;Lauenburg;;Lauenburg;;;;;;;;;x;
PROV1858;Штеттин;Szczecin;Stettin;;Stettin;;;;;;;;;x;
PROV1859;Торунь;Torun;Torun;;Torun;;;;;;;;;x;
PROV1860;Норфолк;Norfolk;Norfolk;;Norfolk;;;;;;;;;x;
PROV1861;Дерби;Derby;Derby;;Derby;;;;;;;;;x;
PROV238;Эссекс;Essex;Essex;;Essex;;;;;;;;;x;
PROV1862;Кремона;Crйmone;Cremona;;Cremona;;;;;;;;;x;
PROV1863;Грац;Graz;Graz;;Graz;;;;;;;;;x;
PROV1864;Шомодь;Somogy;Somogy;;Somogy;;;;;;;;;x;
PROV1865;Гент;Gand;Ghent;;Gante;;;;;;;;;x;
PROV1866;Намюр;Namur;Namur;;Namur;;;;;;;;;x;
PROV54;Штаде;Brкme;Stade;;Bremen;;;;;;;;;x;
PROV1867;Фрибур;Fribourg;Freiburg;;Friburgo;;;;;;;;;x;
PROV1868;Аугсбург;Augsbourg;Augsburg;;Augsburgo;;;;;;;;;x;
PROV1869;Цюрих;Zurich;Zьrich;;Zьrich;;;;;;;;;x;
PROV1870;Санкт-Галлен;Saint-Gall;St. Gallen;;St Gallen;;;;;;;;;x;
PROV1871;Вале;Wallis;Wallis;;Wallis;;;;;;;;;x;
PROV1872;Ульм;Ulm;Ulm;;Ulm;;;;;;;;;x;
PROV1873;Кур;Coire;Chur;;Chur;;;;;;;;;x;
PROV1874;Бремен;Ville de Brкme;Bremen;;Ciudad de Bremen;;;;;;;;;x;
PROV1875;Кунео;Coni;Cuneo;;Cuneo;;;;;;;;;x;
PROV1876;Франкфурт;Francfort;Frankfurt;;Frankfurt;;;;;;;;;x;
PROV1877;Шароле;Charolais;Charolais;;Charolais;;;;;;;;;x;
PROV1878;Ахен;Aix-la-Chapelle;Aachen;;Aachen;;;;;;;;;x;
PROV1879;Алансон;Alenзon;Alencon;;Alencon;;;;;;;;;x;
PROV1880;Верхний Эльзас;Sundgau;Sundgau;;Sundgau;;;;;;;;;x;
PROV1881;Сен-Бартельми;Saint-Barthйlemy;St. BarthЃolemy;;St. Barthйlemy;;;;;;;;;x;
PROV1882;Аннаба;Bфne;Bone;;Bфne;;;;;;;;;x;
MIN;Минамото;Minamoto;Minamoto;;Minamoto;;;;;;;;;x;
TAC;Татибана;Tachibana;Tachibana;;Tachibana;;;;;;;;;x;
TAI;Тайра;Taira;Taira;;Taira;;;;;;;;;x;
FUJ;Фудзивара;Fujiwara;Fujiwara;;Fujiwara;;;;;;;;;x;
ikko_ikkis_title;Икко-икки;Ikko-ikki;Ikko-Ikkis;;Ikko-Ikkis;;;;;;;;;x;
ronin_rebels_title;Ронины;Ronin;Ronin;;Ronin;;;;;;;;;x;
PAUSED_BY;Пауза нажата игроком §Y$PLAYER$§W.;Mis en pause par $PLAYER$.;Pausiert durch $PLAYER$;Gra zatrzymana przez gracza $PLAYER$.;En pausa por $PLAYER$.;Messo in pausa da $PLAYER$.;A jбtйkot megбllнtotta: $PLAYER$.;Pozastaveno hrбиem $PLAYER$.;;;;;;x;
LOG_SETTING_ICON;Показывать как значок.;Icфne;Symbol;;Icono;;;;;;;;;x;
EVTNAME10001;Подготовка к восхождению на Фудзи;Prйparatifs de l’ascension du mont Fuji;Vorbereitungen fЃьr den Aufstieg auf den Berg Fuji;;Preparaciуn para el ascenso del monte Fuji;;;;;;;;;x;
EVTDESC10001;Каждый мудрец однажды поднимется на Фудзи, но лишь глупец сделает это дважды...\n\nМир и спокойствие царят в наших землях. Кажется, настала пора осуществить свою детскую мечту и подняться на гору Фудзи. Восхождение требует подготовки, а для подготовки нужны деньги. Но разве вам жалко потратить несколько монет на исполнение своей мечты?;Celui qui monte au Fuji est un sage. Mais celui qui y monte deux fois est un fou.\n\nVotre pays est en paix. Le moment est venu d’accomplir votre rкve d’enfant : gravir le mont Fuji-san. Les prйparatifs risquent de vous coыter cher. Mais le jeu n’en vaut-il pas la chandelle ?;Wer den Berg Fuji besteigt, ist ein weiser Mann. Wer ihn zweimal besteigt, ist ein Dummkopf...'\n\nEure Nation ist im Frieden. Nun ist die Zeit, um euch euren Kindheitstraum zu erfЃEllen und den Berg Fuji-san zu besteigen. Ihr mЃьsst euch vorbereiten, und das kцnnte etwas kosten. Aber ist es die paar MЃьnzen nicht wert?;;Aquel que asciende al monte Fuji es un hombre sabio. Aquel que lo sube dos veces es un necio...'\n\nTu paнs estб en paz. Es hora de cumplir tu sueсo de la niсez y subir el monte Fuji. Debes prepararte, y la prepaciуn puede ser costosa. Mas, їacaso no vale las pocas monedas que te cuesta ser capaz de hacerlo?;;;;;;;;;x;
EVTOPTA10001;Наконец-то!;Enfin !;Endlich!;;ЎPor fin!;;;;;;;;;x;
EVTOPTB10001;Нет, еще не время;Cela s’annonce difficile... Il me faut plus de temps.;Schwierigkeiten kommen...ich brauche mehr Zeit.;;Preveo problemas… necesito mбs tiempo.;;;;;;;;;x;
EVTNAME10002;Восхождение на Фудзи;Ascension du mont Fuji;Aufstieg auf den Berg Fuji;;Ascenso del monte Fuji;;;;;;;;;x;
EVTDESC10002;Наконец-то вы достигли вершины. Вся Япония лежит перед вами. Воздух здесь разрежен, и дышать тяжело - изо рта идет пар, но вы никогда не чувствовали себя так хорошо!;Vous y voilа enfin ! Du haut du mont Fuji-san, vous dominez tout le Japon. А cette altitude, l’air se fait rare, vous avez le souffle court, mais vous vous sentez plus vivant que jamais.;Ihr seit endlich hier. Ganz Japan scheint vom Berg Fuji-san aus zu glЃдnzen. Die Luft ist dЃьnn, euer Atem schwer und weiЯ, aber ihr fьhlt euch besser als jemals zuvor.;;Por fin lo has logrado. Todo Japуn parece verse desde la cumbre del monte Fuji. El aire estб enrarecido, respiras con dificultad, pero te sientes mбs vivo que nunca.;;;;;;;;;x;
EVTOPTA10002;Какая красота!;C’est... magnifique !;Es ist...wunderschЃцn!;;ЎEs… hermoso!;;;;;;;;;x;
EVTNAME10003;Сбежавшие проводники;Sherpas en fuite;FlЃьchtende Sherpas;;Sherpas fugitivos;;;;;;;;;x;
EVTDESC10003;Все усилия по подготовке восхождения на Фудзи пошли прахом. Время и деньги потеряны, а нанятые вами проводники сбежали сегодня ночью, прихватив с собой все снаряжение!;Le temps, les efforts et l’argent que vous avez consacrйs aux prйparatifs de l’ascension du mont Fuji viennent de partir en fumйe. Les hommes que vous aviez engagйs ont disparu pendant la nuit en emportant tout.;Ihr habt Zeit, Geld und Anstrengung bei den Vorbereitungen fЃьr die Besteigung des Bergs Fuji verloren. Die MЃEnner die ihr angeheuert habt sind in der Nacht verschwunden, zusammen mit der AusrЃьstung und dem Geld.;;El tiempo, esfuerzo y dinero que has empleado en la preparaciуn del ascenso al monte Fuji se han perdido. Los hombres que contrataste han desaparecido durante la noche, con el equipo, el dinero y los hombres.;;;;;;;;;x;
EVTOPTA10003;Принесите мне их головы на блюде!;Qu’on me rapporte la tкte de leur chef sur un plateau !;Bringt mir den Kopf des Anfьhrers!;;ЎTraedme la cabeza de su jefe en una bandeja!;;;;;;;;;x;
EVTNAME10004;$CAPITAL$ в огне!;$CAPITAL$ en feu !;$CAPITAL$ steht in Flammen!;;Ў$CAPITAL$ estб en llamas!;;;;;;;;;x;
EVTDESC10004;Пожарные работали на пределе сил, туша огонь при помощи ведер с водой и мокрых одеял. Ураганный ветер серьезно осложнял работу, задувая сажу и черный дым в глаза и легкие.\n\nЧерез три дня пожар стих. Он унес с собой многие сотни жизней, но еще больше удалось спасти.;Les hikeshi n’ont pas mйnagй leur peine. Luttant contre l’incendie avec des seaux d’eau et des couvertures humides, ils ont tout mis en њuvre pour sauver le plus de gens et de maisons possibles. Mais les vents tempйtueux ne les ont pas йpargnйs, la suie et la fumйe noire pйnйtrant dans leurs yeux et leurs poumons.\n\nIl a fallu trois jours pour mater l’incendie. Un millier de personnes ont trouvй la mort, mais bien davantage ont йtй sauvйs.;Die Hikeshi versuchten alles, um soviele Hдuser wie mцglich zu retten, mit Kьbeln voller Wasser, nassen Tьchern und Sand. Schwere Winde machten es ihnen schwer und blieЯen ihnen den Rauch ins Gesicht.\n\nNach drei Tagen war das Feuer vorrьber. Tausend Leben waren verloren, aber viele andere waren gerettet.;;Los hikeshi han trabajado duro, extinguiendo el fuego con cubos de agua y sбbanas mojadas, y han tratado de salvar tantas casas y gente como ha sido posible. Los vientos huracanados han hecho aun mбs difнcil su trabajo, soplando hollнn y humo negro en sus ojos y pulmones.\n\nTras tres dнas, el incendio ha sido apagado. Se han perdido mil vidas, pero se han salvado muchas mбs.;;;;;;;;;x;
EVTOPTA10004;Это были страшные дни;C’est un triste jour.;Dies ist ein trauriger Tag;;Hoy es un dнa triste.;;;;;;;;;x;
EVTNAME10005;$CAPITAL$ отстраивается заново;Reconstruction de $CAPITAL$;$CAPITAL$ wieder aufbauen;;Reconstruye $CAPITAL$;;;;;;;;;x;
EVTDESC10005;Пожар, принесший столько бед, может сослужить городу и хорошую службу. Узкие переулки, запутанные улицы - многие их этих ошибок теперь могут быть исправлены. Мы расширим проспекты, произведем перепланировку районов, обязательно восстановим торговый квартал. Строительство поможет нашей экономике выйти из кризиса и подстегнет ее рост! Можно выделить средства и на постройку домов для простолюдинов и слуг самураев. Мы же не хотим, чтобы они жаловались на власть. А если вы уделите нам еще несколько минут, то мы обсудим перестройку вашего замка и храмов.;Malgrй le coыt exorbitant de l’incendie, celui-ci aura peut-кtre des effets bйnйfiques. Les ruelles йtroites, le plan labyrinthique de la ville... toutes ces petites imperfections vont pouvoir кtre corrigйes. Nous allons йlargir les rues, redessiner et rйorganiser les quartiers et restaurer le centre marchand de $CAPITAL$. Cela protйgera, voire renforcera notre йconomie ! Des fonds pourraient кtre accordйs au peuple et aux samouraпs pour reconstruire leurs maisons. Cela nous йpargnerait leurs plaintes. Si vous pouviez nous prкter l’oreille encore quelques minutes, nous pourrions йgalement discuter de la restauration de votre chвteau et des temples.;Das Feuer hat uns zwar viel gekostet, kцnnte jedoch auch sein Gutes haben. Die engen StraЯen und der veworrene Stadtplan...all diese kleinen Fehler kцnnen nun korrigiert werden. Wir werden die Stadt neu planen und das Hдndlerviertel von $CAPITAL$ neu erbauen. Er wird unsere Wirtschaft fцrdern. Die Bevцlkerung und Samurai sollten etwas Geld fьr den Neubau ihrer Hдuser erhalten, wir wollen sie zufrieden stellen. Wenn ihr uns noch einige Minuten schenkt, kцnnen wir auch die Restoration eurer Burg und der Tempel erцrtern.;;El fuego, aunque nos ha costado mucho, podrнa acabar siendo para bien. Las estrechas callejas, el laberнntico plano de la ciudad... todos esos pequeсos fallos pueden corregirse ahora. Ensancharemos las calles, volveremos a planificar y organizar los distritos y restauraremos el distrito mercante de $CAPITAL$. ЎEllo protegerб y quizб incluso impulsarб nuestra economнa! Podrнan concederse fondos a los plebeyos y siervos samurai para que puedan reconstruir sus casas. No queremos que anden quejбndose. Si nos prestases atenciуn un par de minutos mбs, podrнamos discutir la restauraciуn de tu castillo y tus templos.;;;;;;;;;x;
EVTOPTA10005;Мое время дорого, но замок дороже. Слушаю;Mon temps est prйcieux, mais mon chвteau aussi. Allez-y.;Meine Zeit ist kostbar, aber meine Burg auch. Macht weider.;;Mi tiempo es precioso, pero mi castillo tambiйn. Continъa.;;;;;;;;;x;
EVTOPTB10005;У меня много других дел. Это подождет;Il y a plus urgent. Cela attendra.;Ich habe wichtigere Dinge zu tun, das muss warten.;;Tengo otros asuntos urgentes. Esto tendrб que esperar;;;;;;;;;x;
EVTNAME10006;Новый храм;Un nouveau temple;Ein neuer Tempel.;;Un nuevo templo;;;;;;;;;x;
EVTDESC10006;Прежде чем перестраивать столицу, надо расчистить пожарища и похоронить трупы. Монахи уже занялись этим, сейчас они свозят тела в маленькую общину ниже по течению реки. Если мы поможем им, то работа пойдет быстрее, и вскоре души умерших обретут вечный покой. Нам также надо будет построить храм.;Avant d’entamer la reconstruction de $CAPITAL$, nous devons dйblayer les dйbris et les cadavres. Des moines ont dйjа commencй а transporter les corps des dйfunts vers un petit village bordant la riviиre. Si vous dйpкchiez des effectifs et du matйriel, cela se ferait plus rapidement et les esprits pourraient reposer en paix. Nous devons йgalement construire un Eko-in.;Bevor wir mit dem Wiederaufbau von $CAPITAL$ beginnen kцnnen, mьssen wir den Schutt wegrдumen. Mцnche haben bereits mit dem Transport der Leichen begonnen, und wenn ihr einige Mдnner entbehren kцnntet, wьrde die Arbeit viel schneller vorrangehen. Wir mьssen auch ein Eko-in errichten.;;Antes de que podamos comenzar la reconstrucciуn de $CAPITAL$, necesitamos limpiar la ciudad de escombros y cadбveres. Los monjes ya han empezado a transportar los cuerpos de los muertos a una pequeсa comunidad rнo abajo. Si pudieras prescindir de algo de mano de obra y de algunas otras cosas, podrнa hacerse mucho mбs rбpido, dando descanso a los espнritus. Tambiйn deberнamos construir un Eko-in.;;;;;;;;;x;
EVTOPTA10006;Да будет так;Soit. Les esprits doivent trouver le repos.;So soll es sein, die Geister mьssen ruhen kЃцnnen.;;Que asн sea. Los espнritus deben hallar reposo.;;;;;;;;;x;
EVTOPTB10006;На это нет времени!;Pas le temps !;Keine Zeit dafЃьr!;;ЎNo hay tiempo para eso!;;;;;;;;;x;
EVTDESC10007;"Вы медитируете, наслаждаясь тишиной, возле готовой вот-вот расцвести сакуры. Внезапно ваше уединение нарушает гонец. В раздражении вы читаете сообщение:\n\n""Император приглашает вас в Киото, на праздник ханами, чтобы вместе насладиться цветением сакуры. Ваше присутствие будет для императора большой честью"".";"Les sakura sont sur le point de fleurir et vous profitez d’un moment de calme pour mйditer lorsqu’un messager fait irruption. Irritй, vous lisez le message :\n\n""А l’occasion du festival du hanami cйlйbrant la floraison des sakura, l’empereur vous invite а Kyoto. Il serait trиs honorй de votre prйsence"".";Die Sakura blьhen bald und ihr genieЯt einen ruhigen Moment der Meditation, als ein Bote mit einer Nachricht ankommt:\n\n'Um das Erblьhen der Sakura zu feiern, lдdt euch der Kaiser zum Hanami-Festival nach Kyoto ein. Er wдre sehr geehrt...';;"El cerezo se dispone a florecer y te hallas disfrutando de un momento de silencio y meditaciуn, cuando irrumpe un mensajero. Irritado, lees el mensaje:\n\n""Para celebrar la floraciуn de los cerezos, el emperador te invita a Kyoto al festival del Hanami. Estarб muy honrado.""";;;;;;;;;x;
EVTOPTA10007;Всегда мечтал увидеть, как цветет сакура в Киото;J’ai toujours eu envie de voir les sakura en fleurs а Kyoto...;Ich wollte schon immer die Sakurablьten in Kyoto sehen;;Siempre he querido ver florecer los cerezos en Kyoto…;;;;;;;;;x;
EVTNAME10008;Дурное предзнаменование на празднике ханами;Mauvais prйsage au festival du hanami;Schlechtes Omen beim Hanami-Festival;;Mal presagio en el festival del Hanami;;;;;;;;;x;
EVTDESC10008;Сакура цвела, саке текло рекой, а у вас появилось много новых знакомых. Катастрофа разразилась внезапно и без лишнего шума: порвался ремешок на ваших сандалиях. Смутившись, вы попытались уйти, чтобы в уединенном месте починить обувь. Но ужас на лице суеверного императора подсказал вам, что это уже не поможет. Кажется, удача оставила вас.;Le sakй coule а flots, les sakura sont en fleurs et les discussions vont bon train. Soudain, c’est la catastrophe : la laniиre de votre geta vient de cйder. Gкnй, vous bredouillez quelques excuses et vous йcartez pour rйparer la laniиre. Mais l’horreur se lit sur le visage superstitieux de l’empereur ! La malchance ne fait que commencer.;Sake floss in Strцmen, die Sakura blьhten und neue Bekanntschaften wurden geschlossen. Das Unglьck geschah plцtzlich aber still. Eure Sandale brach und ihr musstet euch entschuldigen, um sie zu reparieren. Aber der Horror im Gesicht des aberglдubischen Kaisers blieb, und das Unglьck begann sofort...;;Corrнa el sake, los cerezos florecнan y se hicieron muchas nuevas amistades. La catбstrofe acaeciу de pronto, silenciosa. La tira de tu sandalia geta se rompiу. Avergonzado, intentaste excusarte y encontrar un lugar apartado para arreglarla. Mas el horror en la supersticiosa faz del emperador te hizo comprender que habнas sido descubierto. La mala suerte comenzу de inmediato.;;;;;;;;;x;
EVTOPTA10008;Настоящий лидер сам управляет своей удачей;La chance sourit а celui qui sait la saisir.;Ein richtiger Mann macht sich sein Glьck selbst;;Un hombre de verdad se labra su propia suerte.;;;;;;;;;x;
EVTNAME10009;Это знак свыше;Un signe divin;Ein Zeichen von oben;;Una seсal de los cielos;;;;;;;;;x;
EVTDESC10009;Вы прогуливались в саду из сакур, потягивали саке и беседовали с императором о поэзии, как вдруг какой-то нервный голубь испражнился в полете прямо на вас! Вы начали было сетовать на превратности судьбы, как вдруг суеверный император лучезарно улыбнулся и поздравил вас.;Vous flвnez sous les sakura en sirotant du sakй et en parlant poйsie avec l’empereur lorsque, soudain, une colombe attire votre attention en lвchant quelques fientes et en dйclenchant une pluie de fleurs de cerisier. La fiente tombe sur vous... Vous avez du mal а rйaliser la chance que vous avez alors que l’empereur, superstitieux, vous fйlicite en souriant !;Wдhrend ihr mit einem Sake unter den Sakurabдumen geht und ьber Gedichte diskutiert seht ihr eine Taube durch einen Regen von Kirschblьten fliegen. Sie bekleckert euch und ihr kцnnt euer Pech kaum glauben als der aberglдubische Kaiser euch gratuliert.;;Al pasear bajo los cerezos, bebiendo sake y comentando poemas con el emperador, una nerviosa paloma seсalу su vuelo con excrementos y una lluvia de cerezas cayу al suelo. Algunos de los excrementos cayeron sobre ti, y apenas puedes creer en tu suerte cuando el supersticioso emperador, sonriendo, te felicita.;;;;;;;;;x;
EVTOPTA10009;Это к удаче, не так ли?;De la chance, зa ?;Das bringt Glьck, oder?;;Buena suerte, їno?;;;;;;;;;x;
EVTNAME10010;Приглашение на ханами;Invitation du daimyo de $COUNTRY$ au festival du hanami;Daimyo $COUNTRY$s Einladung zum Hanami-Festival;;Invitaciуn del Daimyo de $COUNTRY$ al festival del Hanami;;;;;;;;;x;
EVTDESC10010;Мир затаил дыхание. Вскоре зима кончится, расцветет сакура, и начнется новая жизнь. Когда растаял последний снег, император прислал вам приглашение на ежегодный праздник ханами в Киото, где можно будет полюбоваться на цветение сакуры, выпить саке и полакомиться такими деликатесами, как данго, якитори или оден.;Le monde retient son souffle. Bientфt, la vie renaоtra et les sakura fleuriront. Alors que les derniиres neiges fondent, un messager de l’empereur vous invite au festival annuel du hanami а Kyoto, oщ tout le monde se rassemble pour contempler les sakura en fleurs, siroter du sakй et dйguster des mets dйlicats comme le dango, le yakitori et l’oden.;Die Welt hдlt den Atem an. Bald wird sie ausatmen und damit allem Leben einhauchen und die Sakura werden blьhen. Als der letzte Schnee wegschmilzt, kommt ein Bote an, der euch zum jдhrlichen HanamiFestival in Kyoto einlдdt.;;El mundo contiene el aliento. Pronto respirarб, infundiendo vida en todo y haciendo que el cerezo vuelva a florecer. Cuando las ъltimas nieves se funden, un mensajero del emperador te invita al festival anual del Hanami en Kyoto, donde todos se reъnen para admirar los cerezos en flor, beber sake y darse un festнn de delicias culinarias como dango, yakitori y oden.;;;;;;;;;x;
EVTOPTA10010;"Что, кто-то сказал ""саке""?";"Vous avez dit ""sakй"" ?";Hat jemand was von Sake gesagt?;;їAlguien ha dicho 'sake'?;;;;;;;;;x;
EVTNAME10011;Происшествие на празднике ханами;Catastrophe au festival du hanami;Katastrophe beim Hanami-Festival;;Desastre en el festival del Hanami;;;;;;;;;x;
