ALR_ADJ;Алгарвийск.;;;;;;;;;;;;;x
ALR_ADJ2;Алгарвийск.;;;;;;;;;;;;;x
CRD;Кордова;;;;;;;;;;;;;x
CRD_ADJ;Кордовск.;;;;;;;;;;;;;x
CRD_ADJ2;Кордовск.;;;;;;;;;;;;;x
ADL;Аль-Андалус;;;;;;;;;;;;;x
ADL_ADJ;Аль-Андалусск;;;;;;;;;;;;;x
ADL_ADJ2;Аль-Андалусск;;;;;;;;;;;;;x
BAJ;Бадахос;;;;;;;;;;;;;x
BAJ_ADJ;Бадахосск;;;;;;;;;;;;;x
BAJ_ADJ2;Бадахосск;;;;;;;;;;;;;x
VLA;Владимир;;;;;;;;;;;;;x
VLA_ADJ;Владимирск.;;;;;;;;;;;;;x
VLA_ADJ2;Владимирск.;;;;;;;;;;;;;x
BOZ;Белоозеро;;;;;;;;;;;;;x
BOZ_ADJ;Белоозерск.;;;;;;;;;;;;;x
BOZ_ADJ2;Белоозерск.;;;;;;;;;;;;;x
BLE;Балеары;;;;;;;;;;;;;x
BLE_ADJ;Балеарск.;;;;;;;;;;;;;x
BLE_ADJ2;Балеарск.;;;;;;;;;;;;;x
ARS;Артоа;;;;;;;;;;;;;x
ARS_ADJ;Артоасск.;;;;;;;;;;;;;x
ARS_ADJ2;Артоасск.;;;;;;;;;;;;;x
NIC;Ницца;;;;;;;;;;;;;x
NIC_ADJ;Ницц.;;;;;;;;;;;;;x
NIC_ADJ2;Ницц.;;;;;;;;;;;;;x
BRS;Брешиа;;;;;;;;;;;;;x
BRS_ADJ;Бреш.;;;;;;;;;;;;;x
BRS_ADJ2;Бреш;;;;;;;;;;;;;x
BLG;Болонья;;;;;;;;;;;;;x
BLG_ADJ;Болонск.;;;;;;;;;;;;;x
BLG_ADJ2;Болонск.;;;;;;;;;;;;;x
VER;Верона;;;;;;;;;;;;;x
VER_ADJ;Веронск.;;;;;;;;;;;;;x
VER_ADJ2;Веронск.;;;;;;;;;;;;;x
BRK;Брянск;;;;;;;;;;;;;x
BRK_ADJ;Брянск.;;;;;;;;;;;;;x
BRK_ADJ2;Брянск.;;;;;;;;;;;;;x
savoian;Savoian;;;;;;;;;;;;;x
venetian;Venetian;;;;;;;;;;;;;x
TRS;Тревизо;;;;;;;;;;;;;x
TRS_ADJ;Тревизск.;;;;;;;;;;;;;x
TRS_ADJ2;Тревизск.;;;;;;;;;;;;;x
GVO;Галицко-Волынское княж.;;;;;;;;;;;;;x
GVO_ADJ;Галицк.;;;;;;;;;;;;;x
GVO_ADJ2;Галицк.;;;;;;;;;;;;;x
KIE;Киев;;;;;;;;;;;;;x
KIE_ADJ;Киевск.;;;;;;;;;;;;;x
KIE_ADJ2;Киевск.;;;;;;;;;;;;;x
ICE;Исландия;;;;;;;;;;;;;x
ICE_ADJ;Исландск.;;;;;;;;;;;;;x
ICE_ADJ2;Исландск.;;;;;;;;;;;;;x
ING;Ингерманландия;;;;;;;;;;;;;x
ING_ADJ;Ингерманландск.;;;;;;;;;;;;;x
ING_ADJ2;Ингерманландск.;;;;;;;;;;;;;x
mazovian;Мазовская;;;;;;;;;;;;;x
PROV1883;Кашин;;;;;;;;;;;;;x
PROV1884;Торжок;;;;;;;;;;;;;x
PROV1885;Устюжна;;;;;;;;;;;;;x
PROV1886;Ростов;;;;;;;;;;;;;x
PROV1887;Углич;;;;;;;;;;;;;x
PROV1888;Переяславль;;;;;;;;;;;;;x
PROV1889;Молога;;;;;;;;;;;;;x
PROV1890;Суздаль;;;;;;;;;;;;;x
PROV1891;Стародуб;;;;;;;;;;;;;x
PROV1892;Городец;;;;;;;;;;;;;x
PROV1893;Коломна;;;;;;;;;;;;;x
PROV1894;Елец;;;;;;;;;;;;;x
PROV1895;Пронск;;;;;;;;;;;;;x
PROV1896;Алексин;;;;;;;;;;;;;x
PROV1897;Северщина;;;;;;;;;;;;;x
PROV1898;Гомель;;;;;;;;;;;;;x
PROV1899;Карачев;;;;;;;;;;;;;x
PROV1900;Денизли;;;;;;;;;;;;;x
PROV1901;Великие Луки;;;;;;;;;;;;;x
PROV1902;Витебск;;;;;;;;;;;;;x
PROV1903;Ладога;;;;;;;;;;;;;x
PROV1904;Мисрата;;;;;;;;;;;;;x
PROV1905;Рославль;;;;;;;;;;;;;x
PROV1906;Усть-Каменогорск;;;;;;;;;;;;;x
PROV1907;Новогрудок;;;;;;;;;;;;;x
PROV1908;Слуцк;;;;;;;;;;;;;x
PROV1909;Пинск;;;;;;;;;;;;;x
PROV1910;Брест;;;;;;;;;;;;;x
PROV1911;Белз;;;;;;;;;;;;;x
PROV1912;Холм;;;;;;;;;;;;;x
PROV1913;Мозырь;;;;;;;;;;;;;x
PROV1914;Бердичев;;;;;;;;;;;;;x
PROV1915;Корсунь;;;;;;;;;;;;;x
PROV1916;Белград;;;;;;;;;;;;;x
PROV1917;Шалкар;;;;;;;;;;;;;x
PROV1918;Temes;;;;;;;;;;;;;x
PROV1919;Konigsboden;;;;;;;;;;;;;x
PROV1920;Дебрецен;;;;;;;;;;;;;x
PROV1921;Львов;;;;;;;;;;;;;x
PROV1922;Кошице;;;;;;;;;;;;;x
PROV1923;Нитра;;;;;;;;;;;;;x
PROV1924;Дьёр;;;;;;;;;;;;;x
PROV1925;Закарпатье;;;;;;;;;;;;;x
PROV1926;Бистрица;;;;;;;;;;;;;x
PROV1927;Сандомир;;;;;;;;;;;;;x
PROV1928;Вик;;;;;;;;;;;;;x
PROV1929;Торунь;;;;;;;;;;;;;x
PROV1930;Эльблонг;;;;;;;;;;;;;x
PROV1931;Плоцк;;;;;;;;;;;;;x
PROV1932;Познань;;;;;;;;;;;;;x
PROV1933;Мариенбург;;;;;;;;;;;;;x
PROV1934;Ческе-Будеёвице;;;;;;;;;;;;;x
PROV1935;Градец-Кралове;;;;;;;;;;;;;x
PROV1936;Оломоуц;;;;;;;;;;;;;x
PROV1937;Соуле;;;;;;;;;;;;;x
PROV1938;Семигалия;;;;;;;;;;;;;x
PROV1939;Пернау;;;;;;;;;;;;;x
PROV1940;Caux;;;;;;;;;;;;;x
PROV1941;Шербур;;;;;;;;;;;;;x
PROV1942;Aunis;;;;;;;;;;;;;x
PROV1943;Cahors;;;;;;;;;;;;;x
PROV1944;Albi;;;;;;;;;;;;;x
PROV1945;Beziers;;;;;;;;;;;;;x
PROV1946;Toulon;;;;;;;;;;;;;x
PROV1947;Marseille;;;;;;;;;;;;;x
PROV1948;Bigorra;;;;;;;;;;;;;x
PROV1949;Tours;;;;;;;;;;;;;x
PROV1950;Valladolid;;;;;;;;;;;;;x
PROV1951;Cuenca;;;;;;;;;;;;;x
PROV1952;Jaen;;;;;;;;;;;;;x
PROV1953;Talavera;;;;;;;;;;;;;x
PROV1954;Vigo;;;;;;;;;;;;;x
PROV1955;Lugo;;;;;;;;;;;;;x
PROV1956;Leon;;;;;;;;;;;;;x
PROV1957;Zamora;;;;;;;;;;;;;x
PROV1958;La Rioja;;;;;;;;;;;;;x
PROV1959;Teruel;;;;;;;;;;;;;x
PROV1960;Sobrarbe;;;;;;;;;;;;;x
PROV1961;Lleida;;;;;;;;;;;;;x
PROV1962;Valencia;;;;;;;;;;;;;x
PROV1963;Huelva;;;;;;;;;;;;;x
PROV1964;Beja;;;;;;;;;;;;;x
PROV1965;Evora;;;;;;;;;;;;;x
PROV1966;Lamego;;;;;;;;;;;;;x
PROV1967;Sassari;;;;;;;;;;;;;x
PROV1968;Siracusa;;;;;;;;;;;;;x
PROV1969;Salerno;;;;;;;;;;;;;x
PROV1970;Crotone;;;;;;;;;;;;;x
PROV1971;Bari;;;;;;;;;;;;;x
PROV1972;Foggia;;;;;;;;;;;;;x
PROV1973;Ardabil;;;;;;;;;;;;;x
PROV1974;Samarra;;;;;;;;;;;;;x
PROV1975;Al Basrah;;;;;;;;;;;;;x
PROV1976;Istria;;;;;;;;;;;;;x
PROV1977;Rijeka;;;;;;;;;;;;;x
PROV1978;Ramadi;;;;;;;;;;;;;x
PROV1979;Aqtobe;;;;;;;;;;;;;x
PROV1980;Birjand;;;;;;;;;;;;;x
PROV1981;Bosna;;;;;;;;;;;;;x
PROV1982;Ohrid;;;;;;;;;;;;;x
PROV1983;Nish;;;;;;;;;;;;;x
PROV1984;Karagandi;;;;;;;;;;;;;x
PROV1985;Vidin;;;;;;;;;;;;;x
PROV1986;Plovdiv;;;;;;;;;;;;;x
PROV1987;Skopje;;;;;;;;;;;;;x
PROV1988;Valona;;;;;;;;;;;;;x
PROV1989;Arta;;;;;;;;;;;;;x
PROV1990;Urmia;;;;;;;;;;;;;x
PROV1991;al-Qayrawan;;;;;;;;;;;;;x
PROV1992;Serres;;;;;;;;;;;;;x
PROV1993;Albacete;;;;;;;;;;;;;x
PROV1994;Laval;;;;;;;;;;;;;x
PROV1995;Blaye;;;;;;;;;;;;;x
PROV1996;Alanya;;;;;;;;;;;;;x
PROV1997;Burdur;;;;;;;;;;;;;x
PROV1998;Mugla;;;;;;;;;;;;;x
PROV1999;Aydin;;;;;;;;;;;;;x
PROV2000;Kutahya;;;;;;;;;;;;;x
PROV2001;Canakkale;;;;;;;;;;;;;x
PROV2002;Kandari;;;;;;;;;;;;;x
PROV2003;Eregli;;;;;;;;;;;;;x
PROV2004;Samsun;;;;;;;;;;;;;x
PROV2005;Rhizaeum;;;;;;;;;;;;;x
PROV2006;Karuts;;;;;;;;;;;;;x
PROV2007;Erzincan;;;;;;;;;;;;;x
PROV2008;Kozan;;;;;;;;;;;;;x
PROV2009;Dulkadir;;;;;;;;;;;;;x
PROV2010;Mardin;;;;;;;;;;;;;x
PROV2011;Iskenderun;;;;;;;;;;;;;x
PROV2012;Брацлав;;;;;;;;;;;;;x
PROV2013;Полтава;;;;;;;;;;;;;x
PROV2014;Копа;;;;;;;;;;;;;x
PROV2015;Убыхия;;;;;;;;;;;;;x
PROV2016;Мордва;;;;;;;;;;;;;x
PROV2017;Taw Ile;;;;;;;;;;;;;x
PROV2018;Туймазы;;;;;;;;;;;;;x
PROV2019;Уржум;;;;;;;;;;;;;x
PROV2020;Казань;;;;;;;;;;;;;x
PROV2021;Алат;;;;;;;;;;;;;x
PROV2022;Тана;;;;;;;;;;;;;x
PROV2023;Сарай-Бату;;;;;;;;;;;;;x
PROV2024;Гюлистан;;;;;;;;;;;;;x
PROV2025;Абхазия;;;;;;;;;;;;;x
PROV2026;Имеретия;;;;;;;;;;;;;x
PROV2027;Чердынь;;;;;;;;;;;;;x
PROV2028;Ухта;;;;;;;;;;;;;x
PROV2029;Варандей;;;;;;;;;;;;;x
PROV2030;Мезень;;;;;;;;;;;;;x
PROV2031;Игрим;;;;;;;;;;;;;x
PROV2032;Балыкесир;;;;;;;;;;;;;x
PROV2033;Токат;;;;;;;;;;;;;x
PROV2034;Hims;;;;;;;;;;;;;x
PROV2035;Норрботтен;;;;;;;;;;;;;x
PROV2036;Lule Lappmark;;;;;;;;;;;;;x
PROV2037;Вестерботтен;;;;;;;;;;;;;x
PROV2038;Хельсингланд;;;;;;;;;;;;;x
PROV2039;Уппсала;;;;;;;;;;;;;x
PROV2040;Кальмар;;;;;;;;;;;;;x
PROV2041;Олесунн;;;;;;;;;;;;;x
PROV2042;Харстад;;;;;;;;;;;;;x
PROV2043;Рованиеми;;;;;;;;;;;;;x
PROV2044;Оулу;;;;;;;;;;;;;x
PROV2045;Северодвинск;;;;;;;;;;;;;x
PROV2046;Сатакунта;;;;;;;;;;;;;x
PROV2047;Кюменлааксо;;;;;;;;;;;;;x
adopt_russian_bardiche_title;Adopt Russian Bardiche;;;;;;;;;;;;;x
adopt_russian_bardiche_desc;Bardiche is a uniquely Russian weapon, probably developed from Nordic great axe. Throughout centuries this huge weapon had been the most prominent feature of any Russian army.;;;;;;;;;;;;;x
reform_russian_bardiche_title;Reform Russian Bardiche;;;;;;;;;;;;;x
reform_russian_bardiche_desc;With the ever increasing development and implementation of gunpowder weapons, it is now time to incorporate best of both worlds.;;;;;;;;;;;;;x
establish_window_to_europe_title;Establish Window to Europe;;;;;;;;;;;;;x
establish_window_to_europe_desc;For centuries our rulers have either completely ignored West, or observed it with utter distrust. Now, West is the center of innovation and new ides. With our newly aquired harbors we may now actually connect with the rest of the world.;;;;;;;;;;;;;x
establish_early_fur_trade_title;Establish Early Fur Trade;;;;;;;;;;;;;x
establish_early_fur_trade_desc;Since times of Vikings and Varyigs, Ryurik and Rus', lands on the eastern borders of Russian Principalities were known for the Samur's fur. We now have opportunity to open permanent trade routs which will promote our furs and hopefully bring us nice sum of coins. ;;;;;;;;;;;;;x
establish_northern_fur_trade_title;Establish Northern Fur Trade;;;;;;;;;;;;;x
establish_northern_fur_trade_desc;With our newly aquired Siberian lands, we now produce fur of such quality, that whole Europe wishes to buy them!;;;;;;;;;;;;;x
adopt_russian_boyars_title;Adopt Russian Boyars;;;;;;;;;;;;;x
adopt_russian_boyars_desc;Boyars, harsh people living in harsh lands contested between Russians and Tartars, now make the bulk of our army. These man know no peace, only war and chaos it brings, and they are good at it.;;;;;;;;;;;;;x
adopt_russian_hussars_title;Adopt Russian Hussars;;;;;;;;;;;;;x
adopt_russian_hussars_desc;Although Hussars originate in the far-away Balkans, even here, in forests and steppes of Russia their tactics are fearsome. ;;;;;;;;;;;;;x
adopt_russian_cossacks_title;Adopt Russian Cossacks;;;;;;;;;;;;;x
adopt_russian_cossacks_desc;These ligtly armored horsemen have lived in steppes and grasslands for centuries. Their way of fighting is actally more a way of life. They are excellent reiders and light support cavalry.;;;;;;;;;;;;;x
adopt_boyar_duma_title;Adopt Boyar Duma;;;;;;;;;;;;;x
adopt_boyar_duma_desc;Considered highest aristocracy, Boyars often held much power in Russian states throughout history. By allowing Boyars to be represented we aim to put them on our side, which can make a powerful ally, but one we must be very careful with.;;;;;;;;;;;;;x
establish_local_parliaments_title;Establish Local Parliaments;;;;;;;;;;;;;x
establish_local_parliaments_desc;With the establishment of Zemsky Sobori or local provincial parliaments, we are essentially passing administration of the local affairs to the smaller aristocracy.;;;;;;;;;;;;;x
revise_feudal_law_title;Revise Feudal Law;;;;;;;;;;;;;x
revise_feudal_law_desc;Russian Sudebnik is an attempt to modernize the old ways of feudal law. We will give up some authority in favour of the local aristocracy for the prize of happier people.;;;;;;;;;;;;;x
establish_russian_tsardom_title;Establish Russian Tsardom;;;;;;;;;;;;;x
establish_russian_tsardom_desc;Establish the title of the Russian Tsars. ;;;;;;;;;;;;;x
adopt_double-headed_eagle_title;Adopt Double-Headed Eagle;;;;;;;;;;;;;x
adopt_double-headed_eagle_desc;Merge the Byzantine Double-Headed Eagle with the Russian heritige.;;;;;;;;;;;;;x
proclaim_third_rome_title;Proclaim Third Rome;;;;;;;;;;;;;x
proclaim_third_rome_desc;With Constantinople fallen and our royal ties to the Byzantine court, we are now the true heirs to the Throne of Rome.;;;;;;;;;;;;;x
proclaim_russian_autocephaly_title;Proclaim Russian Autocephaly;;;;;;;;;;;;;x
proclaim_russian_autocephaly_desc;It is now time to proclaim Autocephaly of the Russian Orthodox Church, as we are now the center of Orthodox world.;;;;;;;;;;;;;x
establish_russian_patriarchate_title;Establish Russian Patriarchate;;;;;;;;;;;;;x
establish_russian_patriarchate_desc;With Patriarchate, center of our Orthodox church, we are now one step closed to a fully authonomous, all Russian church.;;;;;;;;;;;;;x
boyar_duma;Boyar Duma;;;;;;;;;;;;;x
desc_boyar_duma;Boyar Duma is a political council made up of Boyars - soliders and lower nobles, with purpose of giving coicil to the Russian kings.;;;;;;;;;;;;;x
russian_boyars;Russian Boyars;;;;;;;;;;;;;x
desc_russian_boyars;Russian Boyars are unique members of the Russian society. They were lower nobles and aristocracy who could climb the political and social ladders through military service.;;;;;;;;;;;;;x
russian_hussars;Russian Hussars;Russian Hussars;;;;;;;;;;;;x
desc_rrussian_hussars;Russian version of the light cavalry answer to the development and increased use of gunpowerder weapons on the European battlefields.;;;;;;;;;;;;;x
russian_cossacks;Russian Cossacks;;;;;;;;;;;;;x
desc_russian_cossacks;Legendary Russian cavalry men using unique tactics and any weapons at hand, from long lances to pistols and guns, they were superior reiders and harassers for centuries.;;;;;;;;;;;;;x
window_to_europe;Window to Europe;;;;;;;;;;;;;x
desc_window_to_europe;For centuries Russians have had a long tradition of trade communications with Europe, based mostly on river trade. Now that Russia has acess to the northern harbors, we may finally esablish proper sea routes, giving us acess to rich Hanseatic and other ports.;;;;;;;;;;;;;x
early_fur_trade;Early Fur Trade;;;;;;;;;;;;;x
desc_fur_trade;Fur have always been associated with power and wealth, and now that we have established stable trade connections with the rich Europeans, we should export the famous Russian fur.;;;;;;;;;;;;;x
northern_fur_trade;Northern Fur Trade;;;;;;;;;;;;;x
desc_northern_fur_trade;As it turns out, Europeans are so fond of the Russian fur, that there are now thousands of hunters all across the Siberian tundras trying to get the expensive fur for export.;;;;;;;;;;;;;x
russian_bardiche;Russian Bardiche;;;;;;;;;;;;;x
desc_russian_bardiche;Russian bardiche is not entirely unique Russian weapon, although it was mostly used in Russian lands instead of halberds Europeans preferred. It had a long curved blade, most likely dveloped from Nordic style two handed axe. Heavy usage of these weapons have led to unique infantry tactics that remained in Russian lands for centuries.;;;;;;;;;;;;;x
reformed_russian_bardiche;Reformed Russian Bardiche;;;;;;;;;;;;;x
desc_reformed_russian_bardiche;This is an attempt to combine centuries old experience of, somewhat static, infantry tactics developed around Russian bardiche with the emerging use of gunpowder weapons.;;;;;;;;;;;;;x
russian_sudebnik;Russian Sudebnik;;;;;;;;;;;;;x
desc_russian_sudebnik;A transfer of legislative power, from kings to lower provincial aristocracy, designed to reduce administrative costs of maintaining government.;;;;;;;;;;;;;x
zemsky_sobor;Zemsky Sobor;;;;;;;;;;;;;x
desc_zemsky_sobor;Creation of Zemsky Sobori, or local provincial parliaments is an attempt to create political room so that even lowest member of Russian society could participate in local government instead of openly revolting.;;;;;;;;;;;;;x
russian_tsardom;Russian Tsardom;;;;;;;;;;;;;x
desc_russian_tsardom;A uniquely Russian title, believed to be connected to Ceaser, or Emperor, alluding to the claim on Roman Throne.;;;;;;;;;;;;;x
russian_eagle;Russian Eagle;;;;;;;;;;;;;x
desc_russian_eagle;With fall of Constantinople, many peoples across Europe with either royal or cultural ties to the Byzantine Empire adopted the famous Byzantine double-headed Eagle as their national insignia.;;;;;;;;;;;;;x
third_rome;Third Rome;;;;;;;;;;;;;x
desc_third_rome;With Constantinople fallen, Russians can now claim to be Third Rome - cultural and spiritual continuation of the Roman Empire.;;;;;;;;;;;;;x
russian_autocephaly;Russian Autocephaly;;;;;;;;;;;;;x
desc_russian_autocephaly;Autocephaly within Orthodox world means independance from, and equality with other Orthodox Christian Churches.;;;;;;;;;;;;;x
khazar;Tatar;;;;;;;;;;;;;x
PROV2048;Гродно;;;;;;;;;;;;;x
old-belarusian;Old-Belarusian;;;;;;;;;;;;;x
samogitian;Samogitian;;;;;;;;;;;;;x
noble_monarchy;Noble Monarchy;;;;;;;;;;;;;x
noble_monarchy_ruler;Noble King;;;;;;;;;;;;;x
noble_monarchy_vassal;Noble County;;;;;;;;;;;;;x
noble_monarchy_ruler_vassal;Noble Count;;;;;;;;;;;;;x
elective_monarchy;Elective Monarchy;;;;;;;;;;;;;x
elective_monarchy_ruler;Noble King;;;;;;;;;;;;;x
elective_monarchy_vassal;County;;;;;;;;;;;;;x
elective_monarchy_ruler_vassal;Noble Count;;;;;;;;;;;;;x
PROV2049;Далянь;;;;;;;;;;;;;x
PROV2050;Чанчунь;;;;;;;;;;;;;x
PROV2051;Луцк;;;;;;;;;;;;;x
EVTNAME123416;Exellent Bureaucracy;;;;;;;;;;;;;
EVTDESC123416;Excellent measures taken by our state's bureaucracy have led to an increase of provincial tax!;;;;;;;;;;;;;
EVTOPTA123416;Collect more taxes!;;;;;;;;;;;;;
EVTOPTB123416;Invest money!;;;;;;;;;;;;;
PROV2052;Серпухов;;;;;;;;;;;;;x
PROV2053;Остров;;;;;;;;;;;;;x
PROV2054;Радом;;;;;;;;;;;;;x
PROV2055;Пшемысль;;;;;;;;;;;;;x
PROV2056;Северная Ютландия;;;;;;;;;;;;;x
PROV2057;Северный Шлезвиг;;;;;;;;;;;;;x
PROV2058;Nдrke;;;;;;;;;;;;;x
ottoman_empire;Ottoman Empire;;;;;;;;;;;;;x
ottoman_empire_title;Proclaim Ottoman Empire;;;;;;;;;;;;;x
ottoman_empire_desc;Transform our government into Devlet-i Ebed-muddet - The Eternal State, envisoned as the natural continuation of the Roman legacy carried over by the Greek Byzantine Empire, now rightfully Ottoman, once and for all.;;;;;;;;;;;;;x
desc_ottoman_empire;Ottoman Empire;;;;;;;;;;;;;x
eastern_orthodox_church;Orthodox Church of Constantinople;;;;;;;;;;;;;x
desc_protector_of_orthodox;Protector of Orthodox Christianity;;;;;;;;;;;;;x
protector_of_orthodox;Protector of Orthodox Christianity;;;;;;;;;;;;;x
eastern_orthodox_church_title;Orthodox Church of Constantinople;;;;;;;;;;;;;x
eastern_orthodox_church_desc;With Constantinople in our hands, we have also gained one of the holiest places for people following Eastern Orthodox Christianity - city of Constantine. As old saying goes, keep your friends close but keep your enemies closer, this might actually give us opportunity to meddle with religious politics within Orthodox world. Keep in mind that this might cause religous problems in far away lands.;;;;;;;;;;;;;x
western_landsknecht;German Landsknecht;;;;;;;;;;;;;x
western_landsknechtDESCR;German Landsknechts were often mercenary pikemen who performed suporting roles for other foot soldiers on the battlefield. Their fighting style and usefulness on European battlefields led to many countries using these units for centuries.;;;;;;;;;;;;;x
western_order_knights;German Order Knights;;;;;;;;;;;;;x
western_order_knightsDESCR;German Order Knights represnt a special breed of men, usually of German origins, who travelled great distances in search for work - in their case - warfare. They are a fusion of lessons and experience gained in Holy Land and blacksmith skills developed within HRE.;;;;;;;;;;;;;x
CRC;Черкесия;;;;;;;;;;;;;x
CRC_ADJ;Черкесск.;;;;;;;;;;;;;x
CRC_ADJ2;Черкесск.;;;;;;;;;;;;;x
circassian;Черкесская;;;;;;;;;;;;;x
PROV2059;Блекинге;;;;;;;;;;;;;x
PROV2060;Лолланн;;;;;;;;;;;;;x
PROV2061;Борнхольм;;;;;;;;;;;;;x
PROV2062;Гельголанд;;;;;;;;;;;;;x
sound_toll;Sound Toll;;;;;;;;;;;;;x
desc_sound_toll;Sound Toll;;;;;;;;;;;;;x
sound_toll_title;Sound Toll;;;;;;;;;;;;;x
sound_toll_desc;Enact local laws that would allow us to put taxes on Sound Toll.;;;;;;;;;;;;;x
bosphorous_sound_toll;Bosphorous Sound Toll;;;;;;;;;;;;;x
desc_bosphorous_sound_toll;Bosphorous Sound Toll;;;;;;;;;;;;;x
bosphorous_sound_toll_title;Bosphorous Sound Toll;;;;;;;;;;;;;x
bosphorous_sound_toll_desc;Enact local laws that would allow us to put taxes on Bosphorous Sound Toll.;;;;;;;;;;;;;x
PROV2063;Euboea;;;;;;;;;;;;;x
PROV2064;Lesbos;;;;;;;;;;;;;x
PROV2065;Kefalonia;;;;;;;;;;;;;x
PROV2066;Lemnos;;;;;;;;;;;;;x
PROV2067;Пальмира;;;;;;;;;;;;;x
PROV2068;Kirkuk;;;;;;;;;;;;;x
PROV2069;Qom;;;;;;;;;;;;;x
PROV2070;Bandar-Abbas;;;;;;;;;;;;;x
PROV2071;Lucca;;;;;;;;;;;;;x
PROV2072;Ravenna;;;;;;;;;;;;;x
PROV2073;Pavia;;;;;;;;;;;;;x
SPO;Spoleto;;;;;;;;;;;;;x
SPO_ADJ;Spolean;;;;;;;;;;;;;x
SPO_ADJ2;Spolean;;;;;;;;;;;;;x
PROV2074;Esfahan;;;;;;;;;;;;;x
PROV2075;Астана;;;;;;;;;;;;;x
PROV2076;Усть-Юрт;;;;;;;;;;;;;x
PROV2077;Ургенч;;;;;;;;;;;;;x
PROV2078;Добруджа;;;;;;;;;;;;;x
PROV2079;Ajdabiya;;;;;;;;;;;;;x
PROV2080;Oltenia;;;;;;;;;;;;;x
PROV2081;al-Rif;;;;;;;;;;;;;x
PROV2082;Cetatea Alba;;;;;;;;;;;;;x
PROV2083;Kalachak;;;;;;;;;;;;;x
PROV2084;Дон;;;;;;;;;;;;;x
PROV2085;Феодоро;;;;;;;;;;;;;x
PROV2086;Анапа;;;;;;;;;;;;;x
PUG;Perugia;;;;;;;;;;;;;x
PUG_ADJ;Perugian;;;;;;;;;;;;;x
PUG_ADJ2;Perugian;;;;;;;;;;;;;x
RNN;Ravenna;;;;;;;;;;;;;x
RNN_ADJ;Ravennian;;;;;;;;;;;;;x
RNN_ADJ2;Ravennian;;;;;;;;;;;;;x
TUP;Туров-Пинск;;;;;;;;;;;;;x
TUP_ADJ;Туровопинск.;;;;;;;;;;;;;x
TUP_ADJ2;Туровопинск.;;;;;;;;;;;;;x
VLK;Великие Луки;;;;;;;;;;;;;x
VLK_ADJ;Великолукск.;;;;;;;;;;;;;x
VLK_ADJ2;Великолукск.;;;;;;;;;;;;;x
NSK;Новгород-Северский;;;;;;;;;;;;;x
NSK_ADJ;Новгород-Северск.;;;;;;;;;;;;;x
NSK_ADJ2;Новгород-Северск.;;;;;;;;;;;;;x
KSN;Кашин;;;;;;;;;;;;;x
KSN_ADJ;Кашинск.;;;;;;;;;;;;;x
KSN_ADJ2;Кашинск.;;;;;;;;;;;;;x
RZH;Ржев;;;;;;;;;;;;;x
RZH_ADJ;Ржевск.;;;;;;;;;;;;;x
RZH_ADJ2;Ржевск.;;;;;;;;;;;;;x
CHR;Чернигов;;;;;;;;;;;;;x
CHR_ADJ;Черниговск.;;;;;;;;;;;;;x
CHR_ADJ2;Черниговск.;;;;;;;;;;;;;x
RST;Ростов;;;;;;;;;;;;;x
